,Itemset,Antecedent Support,Union Support,Confidence,Lift
205,"frozenset({'anchor_files_ratio_0.69_1.0', 'params_length_0.0_157.0', 'prefix_suffix_in_domain_0'})",0.2217,0.1959625,0.8839084348218313,1.4142534957149302
206,"frozenset({'anchor_files_ratio_0.69_1.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.221775,0.195775,0.8827640626761357,1.4124225002818172
207,"frozenset({'anchor_files_ratio_0.69_1.0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.2214,0.1957125,0.8839769647696477,1.4143631436314363
208,"frozenset({'no_https_0', 'params_length_0.0_157.0', 'anchor_files_ratio_0.69_1.0'})",0.2090125,0.1901875,0.9099336164105019,1.4558937862568029
209,"frozenset({'no_https_0', 'qty_params_0.0_4.0', 'anchor_files_ratio_0.69_1.0'})",0.20905,0.190025,0.9089930638603204,1.4543889021765126
210,"frozenset({'no_https_0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'anchor_files_ratio_0.69_1.0'})",0.208725,0.1899625,0.9101089950892323,1.4561743921427717
211,"frozenset({'params_length_0.0_157.0', 'image_files_ratio_0.01_0.06'})",0.248125,0.20395,0.8219647355163727,1.3151435768261963
212,"frozenset({'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06'})",0.2474125,0.2030625,0.8207447077249532,1.3131915323599253
213,"frozenset({'image_files_ratio_0.01_0.06', 'prefix_suffix_in_domain_0'})",0.223275,0.1916125,0.8581905721643712,1.373104915462994
214,"frozenset({'no_https_0', 'image_files_ratio_0.01_0.06'})",0.216925,0.1906625,0.8789328108793362,1.406292497406938
215,"frozenset({'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06'})",0.2467375,0.2029125,0.8223820862252393,1.3158113379603829
216,"frozenset({'params_length_0.0_157.0', 'image_files_ratio_0.01_0.06', 'prefix_suffix_in_domain_0'})",0.2220375,0.19135,0.8617913640713843,1.378866182514215
217,"frozenset({'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06', 'prefix_suffix_in_domain_0'})",0.221275,0.1904625,0.8607501977177721,1.3772003163484352
218,"frozenset({'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06', 'prefix_suffix_in_domain_0'})",0.220675,0.1903125,0.8624107850911974,1.379857256145916
219,"frozenset({'no_https_0', 'params_length_0.0_157.0', 'image_files_ratio_0.01_0.06'})",0.21545,0.1904125,0.8837897423996287,1.4140635878394059
220,"frozenset({'no_https_0', 'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06'})",0.21475,0.1895625,0.8827124563445867,1.4123399301513389
221,"frozenset({'no_https_0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'image_files_ratio_0.01_0.06'})",0.2143125,0.1894125,0.8838145231846021,1.4141032370953632
222,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0'})",0.2593125,0.222425,0.8577488551458183,1.3723981682333093
223,"frozenset({'file_length_13.0_148.0', 'qty_params_0.0_4.0'})",0.2594125,0.2221375,0.8563099310942996,1.3700958897508795
224,"frozenset({'file_length_13.0_148.0', 'prefix_suffix_in_domain_0'})",0.237625,0.2098875,0.8832719621251973,1.4132351394003158
225,"frozenset({'no_https_0', 'file_length_13.0_148.0'})",0.2137625,0.1934,0.904742412724402,1.4475878603590433
226,"frozenset({'file_length_13.0_148.0', 'qty_._domain_2.0_6.0'})",0.2116875,0.1905125,0.8999704753469147,1.4399527605550635
227,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0', 'qty_params_0.0_4.0'})",0.2586375,0.2220875,0.8586825189696002,1.3738920303513604
228,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0', 'prefix_suffix_in_domain_0'})",0.2365375,0.20975,0.8867515721608623,1.4188025154573798
229,"frozenset({'file_length_13.0_148.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.2366125,0.2095,0.8854139151566379,1.4166622642506206
230,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.2359375,0.20945,0.8877350993377483,1.4203761589403974
231,"frozenset({'no_https_0', 'file_length_13.0_148.0', 'params_length_0.0_157.0'})",0.2126625,0.1932625,0.9087756421559984,1.4540410274495974
232,"frozenset({'no_https_0', 'file_length_13.0_148.0', 'qty_params_0.0_4.0'})",0.2128875,0.1930375,0.9067582643414949,1.4508132229463917
233,"frozenset({'no_https_0', 'file_length_13.0_148.0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0'})",0.2123125,0.1929875,0.9089785104503975,1.454365616720636
234,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0', 'qty_._domain_2.0_6.0'})",0.2107625,0.190375,0.9032678963288061,1.4452286341260898
